water_level,volume_mcm
15.79,140.0718624
15.80,140.2146025
15.81,140.3574035
15.82,140.5002656
15.83,140.6431886
15.84,140.7861727
15.85,140.9292178
15.86,141.0723238
15.87,141.2154909
15.88,141.3587189
15.89,141.502008
15.90,141.645358
15.91,141.7887691
15.92,141.9322412
15.93,142.0757742
15.94,142.2193683
15.95,142.3630234
15.96,142.5067394
15.97,142.6505165
15.98,142.7943546
15.99,142.9382536
16.00,143.0822137
16.01,143.2262348
16.02,143.3703168
16.03,143.5144599
16.04,143.658664
16.05,143.802929
16.06,143.9472551
16.07,144.0916422
16.08,144.2360903
16.09,144.3805993
16.10,144.5251694
16.11,144.6698005
16.12,144.8144926
16.13,144.9592456
16.14,145.1040597
16.15,145.2489348
16.16,145.3938709
16.17,145.538868
16.18,145.683926
16.19,145.8290451
16.20,145.9742252
16.21,146.1194663
16.22,146.2647684
16.23,146.4101315
16.24,146.5555555
16.25,146.7010406
16.26,146.8465867
16.27,146.9921938
16.28,147.1378619
16.29,147.283591
16.30,147.4293811
16.31,147.5752322
16.32,147.7211443
16.33,147.8671174
16.34,148.0131515
16.35,148.1592465
16.36,148.3054026
16.37,148.4516197
16.38,148.5978978
16.39,148.7442369
16.40,148.890637
16.41,149.0370981
16.42,149.1836202
16.43,149.3302033
16.44,149.4768474
16.45,149.6235525
16.46,149.7703186
16.47,149.9171457
16.48,150.0640339
16.49,150.210983
16.50,150.3579931
16.51,150.5050642
16.52,150.6521963
16.53,150.7993894
16.54,150.9466435
16.55,151.0939586
16.56,151.2413347
16.57,151.3887718
16.58,151.5362699
16.59,151.6838291
16.60,151.8314492
16.61,151.9791303
16.62,152.1268724
16.63,152.2746755
16.64,152.4225396
16.65,152.5704648
16.66,152.7184509
16.67,152.866498
16.68,153.0146061
16.69,153.1627752
16.70,153.3110054
16.71,153.4592965
16.72,153.6076486
16.73,153.7560617
16.74,153.9045359
16.75,154.053071
16.76,154.2016671
16.77,154.3503242
16.78,154.4990424
16.79,154.6478215
16.80,154.7966616
16.81,154.9455628
16.82,155.0945249
16.83,155.243548
16.84,155.3926322
16.85,155.5417773
16.86,155.6909834
16.87,155.8402506
16.88,155.9895787
16.89,156.1389678
16.90,156.288418
16.91,156.4379291
16.92,156.5875013
16.93,156.7371344
16.94,156.8868285
16.95,157.0365837
16.96,157.1863998
16.97,157.336277
16.98,157.4862151
16.99,157.6362143
17.00,157.7862744
17.01,157.9363956
17.02,158.0865777
17.03,158.2368209
17.04,158.387125
17.05,158.5374902
17.06,158.6879163
17.07,158.8384035
17.08,158.9889516
17.09,159.1395608
17.10,159.2902309
17.11,159.4409621
17.12,159.5917542
17.13,159.7426074
17.14,159.8935215
17.15,160.0444967
17.16,160.1955329
17.17,160.34663
17.18,160.4977882
17.19,160.6490073
17.20,160.8002875
17.21,160.9516287
17.22,161.1030308
17.23,161.254494
17.24,161.4060181
17.25,161.5576033
17.26,161.7092495
17.27,161.8609566
17.28,162.0127248
17.29,162.164554
17.30,162.3164442
17.31,162.4683953
17.32,162.6204075
17.33,162.7724807
17.34,162.9246148
17.35,163.07681
17.36,163.2290662
17.37,163.3813834
17.38,163.5337615
17.39,163.6862007
17.40,163.8387009
17.41,163.9912621
17.42,164.1438843
17.43,164.2965674
17.44,164.4493116
17.45,164.6021168
17.46,164.754983
17.47,164.9079102
17.48,165.0608983
17.49,165.2139475
17.50,165.3670577
17.51,165.5202289
17.52,165.6734611
17.53,165.8267543
17.54,165.9801085
17.55,166.1335237
17.56,166.2869998
17.57,166.440537
17.58,166.5941352
17.59,166.7477944
17.60,166.9015146
17.61,167.0552958
17.62,167.209138
17.63,167.3630412
17.64,167.5170054
17.65,167.6710306
17.66,167.8251168
17.67,167.979264
17.68,168.1334722
17.69,168.2877414
17.70,168.4420716
17.71,168.5964628
17.72,168.750915
17.73,168.9054282
17.74,169.0600024
17.75,169.2146376
17.76,169.3693338
17.77,169.524091
17.78,169.6789092
17.79,169.8337884
17.80,169.9887286
17.81,170.1437298
17.82,170.2987921
17.83,170.4539153
17.84,170.6090995
17.85,170.7643447
17.86,170.9196509
17.87,171.0750181
17.88,171.2304463
17.89,171.3859356
17.90,171.5414858
17.91,171.697097
17.92,171.8527692
17.93,172.0085024
17.94,172.1642966
17.95,172.3201519
17.96,172.4760681
17.97,172.6320453
17.98,172.7880835
17.99,172.9441828
18.00,173.100343
18.01,173.2565642
18.02,173.4128464
18.03,173.5691897
18.04,173.7255939
18.05,173.8820591
18.06,174.0385853
18.07,174.1951726
18.08,174.3518208
18.09,174.50853
18.10,174.6653003
18.11,174.8221315
18.12,174.9790237
18.13,175.135977
18.14,175.2929912
18.15,175.4500664
18.16,175.6072027
18.17,175.7643999
18.18,175.9216582
18.19,176.0789774
18.20,176.2363576
18.21,176.3937989
18.22,176.5513011
18.23,176.7088644
18.24,176.8664886
18.25,177.0241738
18.26,177.1819201
18.27,177.3397273
18.28,177.4975956
18.29,177.6555248
18.30,177.8135151
18.31,177.9715663
18.32,178.1296786
18.33,178.2878518
18.34,178.4460861
18.35,178.6043813
18.36,178.7627376
18.37,178.9211548
18.38,179.0796331
18.39,179.2381723
18.40,179.3967726
18.41,179.5554339
18.42,179.7141561
18.43,179.8729394
18.44,180.0317836
18.45,180.1906889
18.46,180.3496552
18.47,180.5086824
18.48,180.6677707
18.49,180.8269199
18.50,180.9861302
18.51,181.1454015
18.52,181.3047337
18.53,181.464127
18.54,181.6235813
18.55,181.7830965
18.56,181.9426728
18.57,182.1023101
18.58,182.2620083
18.59,182.4217676
18.60,182.5815879
18.61,182.7414692
18.62,182.9014114
18.63,183.0614147
18.64,183.221479
18.65,183.3816043
18.66,183.5417905
18.67,183.7020378
18.68,183.8623461
18.69,184.0227154
18.70,184.1831456
18.71,184.3436369
18.72,184.5041892
18.73,184.6648025
18.74,184.8254768
18.75,184.9862121
18.76,185.1470083
18.77,185.3078656
18.78,185.4687839
18.79,185.6297632
18.80,185.7908035
18.81,185.9519048
18.82,186.1130671
18.83,186.2742903
18.84,186.4355746
18.85,186.5969199
18.86,186.7583262
18.87,186.9197935
18.88,187.0813218
18.89,187.2429111
18.90,187.4045614
18.91,187.5662727
18.92,187.728045
18.93,187.8898783
18.94,188.0517726
18.95,188.2137279
18.96,188.3757442
18.97,188.5378215
18.98,188.6999598
18.99,188.8621591
19.00,189.0244194
19.01,189.1867407
19.02,189.349123
19.03,189.5115663
19.04,189.6740706
19.05,189.8366359
19.06,189.9992622
19.07,190.1619495
19.08,190.3246978
19.09,190.4875072
19.10,190.6503775
19.11,190.8133088
19.12,190.9763011
19.13,191.1393544
19.14,191.3024687
19.15,191.465644
19.16,191.6288803
19.17,191.7921777
19.18,191.955536
19.19,192.1189553
19.20,192.2824356
19.21,192.4459769
19.22,192.6095793
19.23,192.7732426
19.24,192.9369669
19.25,193.1007522
19.26,193.2645985
19.27,193.4285059
19.28,193.5924742
19.29,193.7565035
19.30,193.9205938
19.31,194.0847452
19.32,194.2489575
19.33,194.4132308
19.34,194.5775652
19.35,194.7419605
19.36,194.9064168
19.37,195.0709342
19.38,195.2355125
19.39,195.4001518
19.40,195.5648522
19.41,195.7296135
19.42,195.8944358
19.43,196.0593192
19.44,196.2242635
19.45,196.3892688
19.46,196.5543352
19.47,196.7194625
19.48,196.8846509
19.49,197.0499002
19.50,197.2152105
19.51,197.3805819
19.52,197.5460142
19.53,197.7115076
19.54,197.8770619
19.55,198.0426773
19.56,198.2083536
19.57,198.374091
19.58,198.5398893
19.59,198.7057487
19.60,198.871669
19.61,199.0376504
19.62,199.2036927
19.63,199.3697961
19.64,199.5359604
19.65,199.7021858
19.66,199.8684721
19.67,200.0348195
19.68,200.2012278
19.69,200.3676972
19.70,200.5342275
19.71,200.7008189
19.72,200.8674713
19.73,201.0341846
19.74,201.200959
19.75,201.3677944
19.76,201.5346907
19.77,201.7016481
19.78,201.8686664
19.79,202.0357458
19.80,202.2028862
19.81,202.3700875
19.82,202.5373499
19.83,202.7046733
19.84,202.8720576
19.85,203.039503
19.86,203.2070094
19.87,203.3745768
19.88,203.5422051
19.89,203.7098945
19.90,203.8776449
19.91,204.0454562
19.92,204.2133286
19.93,204.381262
19.94,204.5492564
19.95,204.7173118
19.96,204.8854281
19.97,205.0536055
19.98,205.2218439
19.99,205.3901433
20.00,205.5585037
20.01,205.726925
20.02,205.8954074
20.03,206.0639508
20.04,206.2325552
20.05,206.4012206
20.06,206.569947
20.07,206.7387343
20.08,206.9075827
20.09,207.0764921
20.10,207.2454625
20.11,207.4144939
20.12,207.5835863
20.13,207.7527397
20.14,207.9219541
20.15,208.0912295
20.16,208.2605659
20.17,208.4299633
20.18,208.5994217
20.19,208.768941
20.20,208.9385214
20.21,209.1081628
20.22,209.2778652
20.23,209.4476286
20.24,209.617453
20.25,209.7873384
20.26,209.9572848
20.27,210.1272922
20.28,210.2973607
20.29,210.4674901
20.30,210.6376805
20.31,210.8079319
20.32,210.9782443
20.33,211.1486177
20.34,211.3190521
20.35,211.4895475
20.36,211.6601039
20.37,211.8307213
20.38,212.0013997
20.39,212.1721391
20.40,212.3429396
20.41,212.513801
20.42,212.6847234
20.43,212.8557068
20.44,213.0267512
20.45,213.1978566
20.46,213.369023
20.47,213.5402505
20.48,213.7115389
20.49,213.8828883
20.50,214.0542987
20.51,214.2257701
20.52,214.3973026
20.53,214.568896
20.54,214.7405504
20.55,214.9122658
20.56,215.0840423
20.57,215.2558797
20.58,215.4277781
20.59,215.5997375
20.60,215.771758
20.61,215.9438394
20.62,216.1159818
20.63,216.2881853
20.64,216.4604497
20.65,216.6327751
20.66,216.8051616
20.67,216.977609
20.68,217.1501174
20.69,217.3226869
20.70,217.4953173
20.71,217.6680087
20.72,217.8407612
20.73,218.0135746
20.74,218.1864491
20.75,218.3593845
20.76,218.5323809
20.77,218.7054384
20.78,218.8785568
20.79,219.0517363
20.80,219.2249767
20.81,219.3982782
20.82,219.5716406
20.83,219.745064
20.84,219.9185485
20.85,220.0920939
20.86,220.2657004
20.87,220.4393678
20.88,220.6130963
20.89,220.7868857
20.90,220.9607362
20.91,221.1346476
20.92,221.3086201
20.93,221.4826536
20.94,221.656748
20.95,221.8309035
20.96,222.0051199
20.97,222.1793974
20.98,222.3537358
20.99,222.5281353
21.00,222.7025958
21.01,222.8771172
21.02,223.0516997
21.03,223.2263431
21.04,223.4010476
21.05,223.5758131
21.06,223.7506395
21.07,223.925527
21.08,224.1004755
21.09,224.2754849
21.10,224.4505554
21.11,224.6256869
21.12,224.8008793
21.13,224.9761328
21.14,225.1514473
21.15,225.3268228
21.16,225.5022592
21.17,225.6777567
21.18,225.8533152
21.19,226.0289346
21.20,226.2046151
21.21,226.3803566
21.22,226.5561591
21.23,226.7320226
21.24,226.907947
21.25,227.0839325
21.26,227.259979
21.27,227.4360865
21.28,227.612255
21.29,227.7884844
21.30,227.9647749
21.31,228.1411264
21.32,228.3175389
21.33,228.4940124
21.34,228.6705469
21.35,228.8471423
21.36,229.0237988
21.37,229.2005163
21.38,229.3772948
21.39,229.5541343
21.40,229.7310348
21.41,229.9079963
21.42,230.0850188
21.43,230.2621023
21.44,230.4392468
21.45,230.6164523
21.46,230.7937188
21.47,230.9710463
21.48,231.1484348
21.49,231.3258843
21.50,231.5033948
21.51,231.6809663
21.52,231.8585988
21.53,232.0362923
21.54,232.2140468
21.55,232.3918623
21.56,232.5697388
21.57,232.7476763
21.58,232.9256748
21.59,233.1037343
21.60,233.2818548
21.61,233.4600363
21.62,233.6382788
21.63,233.8165823
21.64,233.9949468
21.65,234.1733723
21.66,234.3518588
21.67,234.5304064
21.68,234.7090149
21.69,234.8876844
21.70,235.0664149
21.71,235.2452064
21.72,235.4240589
21.73,235.6029724
21.74,235.781947
21.75,235.9609825
21.76,236.140079
21.77,236.3192365
21.78,236.498455
21.79,236.6777346
21.80,236.8570751
21.81,237.0364766
21.82,237.2159391
21.83,237.3954627
21.84,237.5750472
21.85,237.7546927
21.86,237.9343992
21.87,238.1141668
21.88,238.2939953
21.89,238.4738848
21.90,238.6538354
21.91,238.8338469
21.92,239.0139194
21.93,239.194053
21.94,239.3742475
21.95,239.554503
21.96,239.7348196
21.97,239.9151971
21.98,240.0956356
21.99,240.2761352
22.00,240.4566957
22.01,240.6373172
22.02,240.8179998
22.03,240.9987433
22.04,241.1795479
22.05,241.3604134
22.06,241.54134
22.07,241.7223275
22.08,241.903376
22.09,242.0844856
22.10,242.2656561
22.11,242.4468877
22.12,242.6281802
22.13,242.8095338
22.14,242.9909483
22.15,243.1724239
22.16,243.3539604
22.17,243.535558
22.18,243.7172165
22.19,243.8989361
22.20,244.0807166
22.21,244.2625582
22.22,244.4444608
22.23,244.6264243
22.24,244.8084489
22.25,244.9905344
22.26,245.172681
22.27,245.3548885
22.28,245.5371571
22.29,245.7194867
22.30,245.9018772
22.31,246.0843288
22.32,246.2668414
22.33,246.4494149
22.34,246.6320495
22.35,246.814745
22.36,246.9975016
22.37,247.1803192
22.38,247.3631977
22.39,247.5461373
22.40,247.7291379
22.41,247.9121995
22.42,248.095322
22.43,248.2785056
22.44,248.4617502
22.45,248.6450557
22.46,248.8284223
22.47,249.0118499
22.48,249.1953385
22.49,249.3788881
22.50,249.5624986
22.51,249.7461702
22.52,249.9299028
22.53,250.1136964
22.54,250.2975509
22.55,250.4814665
22.56,250.6654431
22.57,250.8494807
22.58,251.0335793
22.59,251.2177389
22.60,251.4019594
22.61,251.586241
22.62,251.7705836
22.63,251.9549872
22.64,252.1394518
22.65,252.3239774
22.66,252.508564
22.67,252.6932116
22.68,252.8779202
22.69,253.0626898
22.70,253.2475203
22.71,253.4324119
22.72,253.6173645
22.73,253.8023781
22.74,253.9874527
22.75,254.1725883
22.76,254.3577849
22.77,254.5430425
22.78,254.7283611
22.79,254.9137407
22.80,255.0991813
22.81,255.2846829
22.82,255.4702455
22.83,255.6558691
22.84,255.8415537
22.85,256.0272993
22.86,256.2131059
22.87,256.3989736
22.88,256.5849022
22.89,256.7708918
22.90,256.9569424
22.91,257.143054
22.92,257.3292266
22.93,257.5154602
22.94,257.7017548
22.95,257.8881104
22.96,258.074527
22.97,258.2610047
22.98,258.4475433
22.99,258.6341429
23.00,258.8208035
23.01,259.0075251
23.02,259.1943077
23.03,259.3811514
23.04,259.568056
23.05,259.7550216
23.06,259.9420482
23.07,260.1291358
23.08,260.3162845
23.09,260.5034941
23.10,260.6907647
23.11,260.8780963
23.12,261.065489
23.13,261.2529426
23.14,261.4404572
23.15,261.6280329
23.16,261.8156695
23.17,262.0033671
23.18,262.1911257
23.19,262.3789454
23.20,262.566826
23.21,262.7547676
23.22,262.9427703
23.23,263.1308339
23.24,263.3189585
23.25,263.5071442
23.26,263.6953908
23.27,263.8836985
23.28,264.0720671
23.29,264.2604967
23.30,264.4489874
23.31,264.637539
23.32,264.8261517
23.33,265.0148253
23.34,265.2035599
23.35,265.3923556
23.36,265.5812122
23.37,265.7701299
23.38,265.9591085
23.39,266.1481482
23.40,266.3372488
23.41,266.5264105
23.42,266.7156331
23.43,266.9049168
23.44,267.0942614
23.45,267.2836671
23.46,267.4731337
23.47,267.6626614
23.48,267.85225
23.49,268.0418997
23.50,268.2316103
23.51,268.421382
23.52,268.6112147
23.53,268.8011083
23.54,268.991063
23.55,269.1810786
23.56,269.3711553
23.57,269.561293
23.58,269.7514916
23.59,269.9417513
23.60,270.132072
23.61,270.3224536
23.62,270.5128963
23.63,270.7033999
23.64,270.8939646
23.65,271.0845903
23.66,271.275277
23.67,271.4660246
23.68,271.6568333
23.69,271.847703
23.70,272.0386336
23.71,272.2296253
23.72,272.420678
23.73,272.6117917
23.74,272.8029663
23.75,272.994202
23.76,273.1854987
23.77,273.3768564
23.78,273.568275
23.79,273.7597547
23.80,273.9512954
23.81,274.1428971
23.82,274.3345598
23.83,274.5262834
23.84,274.7180681
23.85,274.9099138
23.86,275.1018205
23.87,275.2937882
23.88,275.4858169
23.89,275.6779065
23.90,275.8700572
23.91,276.0622689
23.92,276.2545416
23.93,276.4468753
23.94,276.63927
23.95,276.8317257
23.96,277.0242424
23.97,277.2168201
23.98,277.4094588
23.99,277.6021585
24.00,277.7949192
24.01,277.9877408
24.02,278.1806235
24.03,278.3735672
24.04,278.5665719
24.05,278.7596376
24.06,278.9527643
24.07,279.145952
24.08,279.3392007
24.09,279.5325104
24.10,279.7258811
24.11,279.9193129
24.12,280.1128056
24.13,280.3063593
24.14,280.499974
24.15,280.6936497
24.16,280.8873864
24.17,281.0811841
24.18,281.2750428
24.19,281.4689625
24.20,281.6629432
24.21,281.8569849
24.22,282.0510876
24.23,282.2452514
24.24,282.4394761
24.25,282.6337618
24.26,282.8281085
24.27,283.0225162
24.28,283.2169849
24.29,283.4115147
24.30,283.6061054
24.31,283.8007571
24.32,283.9954698
24.33,284.1902435
24.34,284.3850783
24.35,284.579974
24.36,284.7749307
24.37,284.9699484
24.38,285.1650272
24.39,285.3601669
24.40,285.5553676
24.41,285.7506293
24.42,285.9459521
24.43,286.1413358
24.44,286.3367805
24.45,286.5322863
24.46,286.727853
24.47,286.9234807
24.48,287.1191694
24.49,287.3149192
24.50,287.5107299
24.51,287.7066017
24.52,287.9025344
24.53,288.0985281
24.54,288.2945829
24.55,288.4906986
24.56,288.6868753
24.57,288.8831131
24.58,289.0794118
24.59,289.2757716
24.60,289.4721923
24.61,289.668674
24.62,289.8652168
24.63,290.0618205
24.64,290.2584853
24.65,290.455211
24.66,290.6519978
24.67,290.8488455
24.68,291.0457543
24.69,291.242724
24.70,291.4397548
24.71,291.6368465
24.72,291.8339993
24.73,292.031213
24.74,292.2284878
24.75,292.4258235
24.76,292.6232203
24.77,292.820678
24.78,293.0181968
24.79,293.2157766
24.80,293.4134173
24.81,293.6111191
24.82,293.8088818
24.83,294.0067056
24.84,294.2045904
24.85,294.4025361
24.86,294.6005429
24.87,294.7986106
24.88,294.9967394
24.89,295.1949292
24.90,295.3931799
24.91,295.5914917
24.92,295.7898645
24.93,295.9882982
24.94,296.186793
24.95,296.3853488
24.96,296.5839656
24.97,296.7826433
24.98,296.9813821
24.99,297.1801819
25.00,297.3790426
25.01,297.5779644
25.02,297.7769472
25.03,297.975991
25.04,298.1750957
25.05,298.3742615
25.06,298.5734883
25.07,298.7727761
25.08,298.9721249
25.09,299.1715346
25.10,299.3710054
25.11,299.5705372
25.12,299.77013
25.13,299.9697838
25.14,300.1694986
25.15,300.3692743
25.16,300.5691111
25.17,300.7690089
25.18,300.9689677
25.19,301.1689875
25.20,301.3690683
25.21,301.5692101
25.22,301.7694129
25.23,301.9696767
25.24,302.1700014
25.25,302.3703872
25.26,302.570834
25.27,302.7713418
25.28,302.9719106
25.29,303.1725404
25.30,303.3732312
25.31,303.573983
25.32,303.7747958
25.33,303.9756696
25.34,304.1766044
25.35,304.3776002
25.36,304.578657
25.37,304.7797748
25.38,304.9809536
25.39,305.1821934
25.40,305.3834942
25.41,305.584856
25.42,305.7862788
25.43,305.9877627
25.44,306.1893075
25.45,306.3909133
25.46,306.5925801
25.47,306.7943079
25.48,306.9960967
25.49,307.1979465
25.50,307.3998573
25.51,307.6018291
25.52,307.803862
25.53,308.0059558
25.54,308.2081106
25.55,308.4103264
25.56,308.6126032
25.57,308.814941
25.58,309.0173399
25.59,309.2197997
25.60,309.4223205
25.61,309.6249023
25.62,309.8275451
25.63,310.030249
25.64,310.2330138
25.65,310.4358396
25.66,310.6387264
25.67,310.8416743
25.68,311.0446831
25.69,311.2477529
25.70,311.4508838
25.71,311.6540756
25.72,311.8573284
25.73,312.0606422
25.74,312.2640171
25.75,312.4674529
25.76,312.6709497
25.77,312.8745076
25.78,313.0781264
25.79,313.2818062
25.80,313.4855471
25.81,313.6893489
25.82,313.8932118
25.83,314.0971356
25.84,314.3011204
25.85,314.5051663
25.86,314.7092731
25.87,314.913441
25.88,315.1176698
25.89,315.3219596
25.90,315.5263105
25.91,315.7307223
25.92,315.9351952
25.93,316.139729
25.94,316.3443239
25.95,316.5489797
25.96,316.7536966
25.97,316.9584744
25.98,317.1633133
25.99,317.3682131
26.00,317.573174
26.01,317.7781958
26.02,317.9832787
26.03,318.1884225
26.04,318.3936274
26.05,318.5988933
26.06,318.8042201
26.07,319.009608
26.08,319.2150568
26.09,319.4205667
26.10,319.6261375
26.11,319.8317694
26.12,320.0374623
26.13,320.2432161
26.14,320.449031
26.15,320.6549069
26.16,320.8608437
26.17,321.0668416
26.18,321.2729005
26.19,321.4790203
26.20,321.6852012
26.21,321.8914431
26.22,322.0977459
26.23,322.3041098
26.24,322.5105347
26.25,322.7170205
26.26,322.9235674
26.27,323.1301753
26.28,323.3368442
26.29,323.543574
26.30,323.7503649
26.31,323.9572168
26.32,324.1641297
26.33,324.3711035
26.34,324.5781384
26.35,324.7852343
26.36,324.9923912
26.37,325.1996091
26.38,325.4068879
26.39,325.6142278
26.40,325.8216287
26.41,326.0290906
26.42,326.2366135
26.43,326.4441974
26.44,326.6518423
26.45,326.8595481
26.46,327.067315
26.47,327.2751429
26.48,327.4830318
26.49,327.6909817
26.50,327.8989926
26.51,328.1070645
26.52,328.3151974
26.53,328.5233913
26.54,328.7316462
26.55,328.9399621
26.56,329.148339
26.57,329.3567769
26.58,329.5652757
26.59,329.7738356
26.60,329.9824565
26.61,330.1911384
26.62,330.3998813
26.63,330.6086852
26.64,330.8175502
26.65,331.0264761
26.66,331.235463
26.67,331.4445109
26.68,331.6536198
26.69,331.8627897
26.70,332.0720206
26.71,332.2813125
26.72,332.4906654
26.73,332.7000793
26.74,332.9095542
26.75,333.1190901
26.76,333.328687
26.77,333.538345
26.78,333.7480639
26.79,333.9578438
26.80,334.1676847
26.81,334.3775866
26.82,334.5875495
26.83,334.7975734
26.84,335.0076584
26.85,335.2178043
26.86,335.4280112
26.87,335.6382791
26.88,335.848608
26.89,336.058998
26.90,336.2694489
26.91,336.4799608
26.92,336.6905337
26.93,336.9011677
26.94,337.1118626
26.95,337.3226185
26.96,337.5334354
26.97,337.7443134
26.98,337.9552523
26.99,338.1662522
27.00,338.3773132
27.01,338.5884351
27.02,338.799618
27.03,339.010862
27.04,339.2221669
27.05,339.4335328
27.06,339.6449598
27.07,339.8564477
27.08,340.0679966
27.09,340.2796066
27.10,340.4912775
27.11,340.7030094
27.12,340.9148024
27.13,341.1266563
27.14,341.3385713
27.15,341.5505472
27.16,341.7625842
27.17,341.9746821
27.18,342.186841
27.19,342.399061
27.20,342.6113419
27.21,342.8236839
27.22,343.0360868
27.23,343.2485508
27.24,343.4610757
27.25,343.6736617
27.26,343.8863086
27.27,344.0990166
27.28,344.3117855
27.29,344.5246155
27.30,344.7375064
27.31,344.9504584
27.32,345.1634714
27.33,345.3765453
27.34,345.5896803
27.35,345.8028762
27.36,346.0161332
27.37,346.2294511
27.38,346.4428301
27.39,346.6562701
27.40,346.869771
27.41,347.083333
27.42,347.296956
27.43,347.5106399
27.44,347.7243849
27.45,347.9381909
27.46,348.1520578
27.47,348.3659858
27.48,348.5799748
27.49,348.7940247
27.50,349.0081357
27.51,349.2223077
27.52,349.4365406
27.53,349.6508346
27.54,349.8651896
27.55,350.0796056
27.56,350.2940825
27.57,350.5086205
27.58,350.7232195
27.59,350.9378795
27.60,351.1526004
27.61,351.3673824
27.62,351.5822254
27.63,351.7971294
27.64,352.0120944
27.65,352.2271203
27.66,352.4422073
27.67,352.6573553
27.68,352.8725643
27.69,353.0878343
27.70,353.3031653
27.71,353.5185572
27.72,353.7340102
27.73,353.9495242
27.74,354.1650992
27.75,354.3807352
27.76,354.5964322
27.77,354.8121902
27.78,355.0280092
27.79,355.2438892
27.80,355.4598302
27.81,355.6758321
27.82,355.8918951
27.83,356.1080191
27.84,356.3242041
27.85,356.5404501
27.86,356.7567571
27.87,356.9731251
27.88,357.1895541
27.89,357.4060441
27.90,357.6225951
27.91,357.8392071
27.92,358.0558801
27.93,358.2726141
27.94,358.4894091
27.95,358.7062652
27.96,358.9231822
27.97,359.1401602
27.98,359.3571992
27.99,359.5742992
28.00,359.7914602
28.01,360.0086822
28.02,360.2259652
28.03,360.4433092
28.04,360.6607142
28.05,360.8781802
28.06,361.0957073
28.07,361.3132953
28.08,361.5309443
28.09,361.7486543
28.10,361.9664253
28.11,362.1842573
28.12,362.4021504
28.13,362.6201044
28.14,362.8381194
28.15,363.0561954
28.16,363.2743324
28.17,363.4925305
28.18,363.7107895
28.19,363.9291095
28.20,364.1474905
28.21,364.3659326
28.22,364.5844356
28.23,364.8029996
28.24,365.0216246
28.25,365.2403107
28.26,365.4590577
28.27,365.6778657
28.28,365.8967348
28.29,366.1156648
28.30,366.3346558
28.31,366.5537079
28.32,366.7728209
28.33,366.9919949
28.34,367.21123
28.35,367.430526
28.36,367.649883
28.37,367.8693011
28.38,368.0887801
28.39,368.3083202
28.40,368.5279212
28.41,368.7475832
28.42,368.9673063
28.43,369.1870903
28.44,369.4069354
28.45,369.6268414
28.46,369.8468085
28.47,370.0668365
28.48,370.2869255
28.49,370.5070756
28.50,370.7272866
28.51,370.9475587
28.52,371.1678917
28.53,371.3882858
28.54,371.6087408
28.55,371.8292569
28.56,372.049834
28.57,372.270472
28.58,372.4911711
28.59,372.7119311
28.60,372.9327522
28.61,373.1536342
28.62,373.3745773
28.63,373.5955813
28.64,373.8166464
28.65,374.0377725
28.66,374.2589595
28.67,374.4802076
28.68,374.7015166
28.69,374.9228867
28.70,375.1443178
28.71,375.3658098
28.72,375.5873629
28.73,375.808977
28.74,376.030652
28.75,376.2523881
28.76,376.4741852
28.77,376.6960432
28.78,376.9179623
28.79,377.1399424
28.80,377.3619835
28.81,377.5840855
28.82,377.8062486
28.83,378.0284727
28.84,378.2507578
28.85,378.4731038
28.86,378.6955109
28.87,378.917979
28.88,379.1405081
28.89,379.3630981
28.90,379.5857492
28.91,379.8084613
28.92,380.0312344
28.93,380.2540685
28.94,380.4769635
28.95,380.6999196
28.96,380.9229367
28.97,381.1460148
28.98,381.3691539
28.99,381.592354
29.00,381.8156151
29.01,382.0389372
29.02,382.2623202
29.03,382.4857643
29.04,382.7092694
29.05,382.9328355
29.06,383.1564626
29.07,383.3801507
29.08,383.6038998
29.09,383.8277099
29.10,384.051581
29.11,384.2755131
29.12,384.4995062
29.13,384.7235603
29.14,384.9476754
29.15,385.1718515
29.16,385.3960886
29.17,385.6203867
29.18,385.8447458
29.19,386.0691659
29.20,386.293647
29.21,386.5181891
29.22,386.7427922
29.23,386.9674563
29.24,387.1921814
29.25,387.4169675
29.26,387.6418146
29.27,387.8667227
29.28,388.0916918
29.29,388.3167219
29.30,388.5418131
29.31,388.7669652
29.32,388.9921783
29.33,389.2174524
29.34,389.4427875
29.35,389.6681836
29.36,389.8936407
29.37,390.1191589
29.38,390.344738
29.39,390.5703781
29.40,390.7960792
29.41,391.0218413
29.42,391.2476644
29.43,391.4735486
29.44,391.6994937
29.45,391.9254998
29.46,392.1515669
29.47,392.3776951
29.48,392.6038842
29.49,392.8301343
29.50,393.0564454
29.51,393.2828176
29.52,393.5092507
29.53,393.7357448
29.54,393.9623
29.55,394.1889161
29.56,394.4155932
29.57,394.6423313
29.58,394.8691305
29.59,395.0959906
29.60,395.3229118
29.61,395.5498939
29.62,395.776937
29.63,396.0040412
29.64,396.2312063
29.65,396.4584324
29.66,396.6857196
29.67,396.9130677
29.68,397.1404769
29.69,397.367947
29.70,397.5954781
29.71,397.8230703
29.72,398.0507234
29.73,398.2784376
29.74,398.5062127
29.75,398.7340489
29.76,398.961946
29.77,399.1899042
29.78,399.4179233
29.79,399.6460035
29.80,399.8741446
29.81,400.1023468
29.82,400.3306099
29.83,400.5589341
29.84,400.7873192
29.85,401.0157654
29.86,401.2442725
29.87,401.4728407
29.88,401.7014698
29.89,401.93016
29.90,402.1589112
29.91,402.3877233
