plotid,center_lon,center_lat,shape,size_m,sample_points,email,flagged,flagged_reason,confidence,collection_time,analysis_duration,common_securewatch_date,total_securewatch_dates,Class:Water bodies,Class:Artificial surfaces,Class:Cultivated land,Class:Treeds areas,Class:Prairies,Class:Wetlands,Class:Other land
449,-0.9144734825295189,12.08591340319478,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:30,18.7 secs,,0,0,0,100.00,0,0,0,0
450,-4.417903090595652,10.367788826384931,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:30,7.5 secs,,0,0,0,0,100.00,0,0,0
451,-0.9144734825295189,12.20008147126884,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:31,-19.5 secs,,0,0,0,100.00,0,0,0,0
452,-2.3158453257559724,13.22533011625629,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:31,-19.4 secs,,0,0,0,100.00,0,0,0,0
453,-1.4983784172072079,11.743118538635109,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:31,-19.3 secs,,0,0,0,0,0,100.00,0,0
454,2.238613164730001,11.971696602722607,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:31,-1.5 secs,,0,0,0,0,0,100.00,0,0
455,0.25333638682585896,12.997857248814531,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:31,-20.6 secs,,0,0,0,100.00,0,0,0,0
456,-1.2648164433361322,12.770175728592825,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:31,-20.6 secs,,0,0,0,100.00,0,0,0,0
457,-0.33056854785183,12.542288962782777,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:31,-15.5 secs,,0,0,0,0,0,100.00,0,0
458,-0.4473495347873677,12.314200374628834,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:31,-20.3 secs,,0,0,0,100.00,0,0,0,0
459,0.25333638682585896,11.971696602722607,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:32,-19.2 secs,,0,0,0,0,0,100.00,0,0
460,0.3701173737613967,13.566140780353393,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:32,-22.2 secs,,0,0,0,0,0,100.00,0,0
461,-5.118589012208878,11.056260023485923,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:33,18.1 secs,,0,0,0,0,0,100.00,0,0
462,-4.1843411167245765,10.941624241370468,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:33,-9.2 secs,,0,0,0,0,0,100.00,0,0
463,-4.1843411167245765,9.907959377905094,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:33,-19.2 secs,,0,0,0,0,100.00,0,0,0
464,-0.5641305217229056,12.08591340319478,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:33,-13.0 secs,,0,0,0,100.00,0,0,0,0
465,-4.53468407753119,11.28539674910021,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:34,3.6 secs,,0,0,0,100.00,0,0,0,0
466,-3.6004361820468875,11.743118538635109,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:34,-18.1 secs,,0,0,0,0,50.00,50.00,0,0
467,0.25333638682585896,14.133067489068015,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:34,-17.7 secs,,0,0,0,0,0,100.00,0,0
468,-2.899750260433661,13.452590940009902,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:35,1.1 secs,,0,0,0,0,100.00,0,0,0
469,-4.651465064466728,9.792900031290365,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:35,-17.0 secs,,0,0,0,0,100.00,0,0,0
470,0.01977441295478339,11.743118538635109,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:35,-21.7 secs,,0,0,0,100.00,0,0,0,0
471,-1.6151594041427457,12.770175728592825,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:36,-21.5 secs,,0,0,0,0,0,100.00,0,0
472,0.25333638682585896,13.111619976448992,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:36,-20.0 secs,,0,0,0,100.00,0,0,0,0
473,-4.53468407753119,11.514350756577553,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:37,4.3 secs,,0,0,0,0,100.00,0,0,0
474,-2.1990643388204347,11.628758144416393,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:37,-18.9 secs,,0,0,0,100.00,0,0,0,0
475,-3.8339981559179637,11.628758144416393,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:38,30.4 secs,,0,0,0,100.00,0,0,0,0
476,-1.1480354564005943,14.698585245447546,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:38,7.8 secs,,0,0,0,0,0,100.00,0,0
477,-3.950779142853501,9.907959377905094,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:38,1.8 secs,,0,0,0,0,25.00,75.00,0,0
478,-1.4983784172072079,13.79307721680108,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:39,35.6 secs,,0,75.00,0,0,0,25.00,0,0
479,0.01977441295478339,14.698585245447546,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:40,-14.3 secs,,0,0,0,0,0,100.00,0,0
480,-2.3158453257559724,13.566140780353393,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:40,22.3 secs,,0,0,0,0,0,0,0,100.00
481,0.9540223084390856,11.170851006286313,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:41,-6.7 secs,,0,0,0,0,0,100.00,0,0
482,-4.768246051402265,11.743118538635109,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:41,-13.8 secs,,0,0,0,100.00,0,0,0,0
483,0.13655539989032117,13.566140780353393,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:41,-18.7 secs,,0,0,0,100.00,0,0,0,0
484,-2.0822833518848967,12.884042357730653,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:42,-16.8 secs,,0,0,0,0,0,100.00,0,0
485,-4.768246051402265,9.792900031290365,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:42,9.9 secs,,0,0,0,0,100.00,0,0,0
486,-1.9655023649493588,12.770175728592825,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:43,-1.0 secs,,0,0,0,100.00,0,0,0,0
487,-4.651465064466728,11.399896812153566,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:43,-17.1 secs,,0,0,0,100.00,0,0,0,0
488,-1.9655023649493588,12.08591340319478,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:43,-6.5 secs,,0,0,0,0,0,0,100.00,0
489,-0.0970065739807544,14.359446562555084,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:43,-18.1 secs,,0,0,0,100.00,0,0,0,0
490,-5.001808025273341,10.941624241370468,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:44,-10.3 secs,,0,0,0,100.00,0,0,0,0
491,-1.38159743027167,12.884042357730653,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:44,-16.9 secs,,0,0,0,100.00,0,0,0,0
492,-1.2648164433361322,12.08591340319478,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:44,-15.7 secs,,0,0,0,100.00,0,0,0,0
493,0.01977441295478339,12.20008147126884,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:44,7.0 secs,,0,0,0,100.00,0,0,0,0
494,-3.250093221240274,11.28539674910021,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:44,-16.4 secs,,0,0,0,100.00,0,0,0,0
495,-4.885027038337803,10.367788826384931,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:45,-8.0 secs,,0,0,0,0,0,100.00,0,0
496,-3.6004361820468875,11.28539674910021,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:45,-22.4 secs,,0,0,0,0,100.00,0,0,0
497,0.13655539989032117,11.514350756577553,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:45,-14.4 secs,,0,0,0,100.00,0,0,0,0
498,-0.9144734825295189,14.811515182629131,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:46,9.7 secs,,0,0,0,0,0,100.00,0,0
499,-2.7829692734981233,11.857431503127257,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:47,17.5 secs,,0,0,0,0,0,100.00,0,0
500,-2.0822833518848967,11.056260023485923,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:47,-14.2 secs,,0,0,0,100.00,0,0,0,0
501,-0.21378756091629217,12.20008147126884,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:47,-12.7 secs,,0,0,0,100.00,0,0,0,0
502,-5.118589012208878,11.170851006286313,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:47,-18.9 secs,,0,0,0,100.00,0,0,0,0
503,-0.4473495347873677,11.971696602722607,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-25 14:48,-18.3 secs,,0,0,0,100.00,0,0,0,0
504,-2.7829692734981233,13.111619976448992,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 06:39,6.4 secs,,0,0,0,0,0,100.00,0,0
505,-4.651465064466728,11.971696602722607,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 06:39,-12.8 secs,,0,0,0,0,0,100.00,0,0
506,-1.4983784172072079,13.111619976448992,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 06:40,3.4 secs,,0,0,0,0,0,100.00,0,0
507,-3.48365519511135,10.137956586921574,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 06:40,-9.3 secs,,0,0,0,0,100.00,0,0,0
508,0.8372413215035479,11.628758144416393,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 06:41,29.3 secs,,0,0,0,0,0,100.00,0,0
509,-5.2353699991444165,11.170851006286313,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:00,1133.4 secs,,0,0,0,100.00,0,0,0,0
510,-3.48365519511135,13.111619976448992,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:01,42.4 secs,,0,100.00,0,0,0,0,0,0
511,-1.2648164433361322,14.019793205015777,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:02,0.0 secs,,0,0,0,0,0,100.00,0,0
512,-1.1480354564005943,14.019793205015777,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:02,-10.3 secs,,0,0,0,0,0,100.00,0,0
513,-0.797692495593981,14.698585245447546,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:02,3.1 secs,,0,0,0,0,0,100.00,0,0
514,-3.016531247369199,12.08591340319478,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:02,-15.2 secs,,0,0,0,100.00,0,0,0,0
515,-1.4983784172072079,12.656257787807082,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:03,10.1 secs,,0,0,0,0,0,100.00,0,0
516,-2.6661882865625857,12.884042357730653,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:04,31.1 secs,,0,0,0,100.00,0,0,0,0
517,-4.301122103660115,11.170851006286313,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:05,-13.2 secs,,0,0,75.00,0,25.00,0,0,0
518,-2.549407299627048,12.997857248814531,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:06,1.9 secs,,0,0,0,100.00,0,0,0,0
519,-1.38159743027167,13.79307721680108,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:06,2.9 secs,,0,0,0,0,0,100.00,0,0
520,0.9540223084390856,11.056260023485923,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:07,-1.2 secs,,0,0,0,0,0,100.00,0,0
521,-3.950779142853501,10.022978379516838,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:07,-18.2 secs,,0,0,0,0,100.00,0,0,0
522,-1.0312544694650567,14.472550525451778,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:07,13.5 secs,,0,0,0,0,0,100.00,0,0
523,1.5379272431167745,12.656257787807082,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:08,-7.1 secs,,0,0,0,0,25.00,75.00,0,0
524,-3.48365519511135,10.597452519142484,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:08,10.1 secs,,0,0,0,0,100.00,0,0,0
525,-1.0312544694650567,14.246285412853073,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:08,-18.7 secs,,0,0,0,0,100.00,0,0,0
526,-4.1843411167245765,10.252893551731825,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:09,7.5 secs,,0,0,0,100.00,0,0,0,0
527,-4.1843411167245765,12.314200374628834,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:09,-18.6 secs,,0,0,0,100.00,0,0,0,0
528,-2.0822833518848967,11.628758144416393,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:09,-20.2 secs,,0,0,0,0,100.00,0,0,0
529,-1.9655023649493588,12.656257787807082,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:09,-21.0 secs,,0,0,0,100.00,0,0,0,0
530,-2.7829692734981233,9.792900031290365,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:09,-18.2 secs,,0,0,0,100.00,0,0,0,0
531,-5.3521509860799545,10.712220046319523,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:12,115.4 secs,,0,0,0,0,0,100.00,0,0
532,-0.5641305217229056,12.314200374628834,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:12,-13.9 secs,,0,0,0,100.00,0,0,0,0
533,-0.9144734825295189,12.656257787807082,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:13,47.3 secs,,0,0,0,0,0,100.00,0,0
534,-2.549407299627048,12.770175728592825,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:13,-19.0 secs,,0,0,0,100.00,0,0,0,0
535,-1.1480354564005943,11.857431503127257,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:13,-16.1 secs,,0,0,0,100.00,0,0,0,0
536,-3.950779142853501,12.656257787807082,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:14,10.1 secs,,0,0,0,100.00,0,0,0,0
537,-4.53468407753119,10.941624241370468,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:14,-18.8 secs,,0,0,0,100.00,0,0,0,0
538,-2.549407299627048,13.452590940009902,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:15,32.6 secs,,0,0,0,100.00,0,0,0,0
539,-1.7319403910782833,12.997857248814531,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:15,-16.8 secs,,0,0,0,100.00,0,0,0,0
540,-4.53468407753119,10.482641964151282,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:17,-13.7 secs,,0,0,0,0,50.00,50.00,0,0
541,-0.4473495347873677,13.79307721680108,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:17,-10.9 secs,,0,0,0,0,0,100.00,0,0
542,-4.301122103660115,9.907959377905094,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:17,-18.3 secs,,0,0,0,0,100.00,0,0,0
543,1.8882702039233878,12.314200374628834,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:17,-15.4 secs,,0,0,0,100.00,0,0,0,0
544,0.25333638682585896,11.857431503127257,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:17,-16.6 secs,,0,0,0,100.00,0,0,0,0
545,-2.3158453257559724,13.906462975599126,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:17,-19.9 secs,,0,0,0,100.00,0,0,0,0
546,-5.118589012208878,10.482641964151282,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:18,-16.8 secs,,0,0,0,100.00,0,0,0,0
547,-1.8487213780138212,12.08591340319478,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:18,-20.5 secs,,0,0,0,100.00,0,0,0,0
548,-4.651465064466728,11.743118538635109,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:18,-19.4 secs,,0,0,0,100.00,0,0,0,0
549,-5.118589012208878,11.743118538635109,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:18,4.6 secs,,0,0,0,0,0,100.00,0,0
550,-2.4326263126915104,12.770175728592825,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:19,22.4 secs,,0,0,0,100.00,0,0,0,0
551,-2.4326263126915104,13.452590940009902,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:20,1.4 secs,,0,0,0,100.00,0,0,0,0
552,-3.3668742081758123,11.056260023485923,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:20,-19.8 secs,,0,0,0,0,100.00,0,0,0
553,-2.4326263126915104,11.628758144416393,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:20,-22.1 secs,,0,0,0,0,100.00,0,0,0
554,-2.7829692734981233,12.428269681925315,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:20,-21.3 secs,,0,0,0,100.00,0,0,0,0
555,-3.48365519511135,11.170851006286313,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:21,-10.7 secs,,0,0,0,100.00,0,0,0,0
556,0.6036793476324723,12.08591340319478,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:21,3.1 secs,,0,0,0,100.00,0,0,0,0
557,-2.549407299627048,13.22533011625629,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:22,1.4 secs,,0,0,0,100.00,0,0,0,0
558,-4.301122103660115,10.022978379516838,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:22,-18.7 secs,,0,0,0,0,100.00,0,0,0
559,-5.001808025273341,10.252893551731825,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:22,12.2 secs,,0,0,0,0,100.00,0,0,0
560,-4.301122103660115,9.677800789684936,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:22,-18.4 secs,,0,0,0,100.00,0,0,0,0
561,1.0708032953746236,12.08591340319478,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:23,-10.8 secs,,0,0,0,100.00,0,0,0,0
562,1.1875842823101612,13.338987244883564,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:23,5.9 secs,,0,0,0,100.00,0,0,0,0
563,-2.7829692734981233,12.884042357730653,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:23,-17.2 secs,,0,0,0,100.00,0,0,0,0
564,-1.1480354564005943,13.679636345678114,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:23,-20.1 secs,,0,0,0,100.00,0,0,0,0
565,-4.651465064466728,11.628758144416393,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:24,-18.8 secs,,0,0,0,0,100.00,0,0,0
566,-4.651465064466728,9.907959377905094,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:26,107.7 secs,,0,0,0,0,0,100.00,0,0
567,-1.6151594041427457,11.170851006286313,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:26,11.9 secs,,0,0,0,0,0,100.00,0,0
568,-4.301122103660115,9.792900031290365,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:27,-4.0 secs,,0,0,0,0,50.00,50.00,0,0
569,-3.1333122343047366,13.452590940009902,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:28,41.4 secs,,0,0,0,100.00,0,0,0,0
570,0.25333638682585896,11.628758144416393,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:29,21.6 secs,,0,0,0,100.00,0,0,0,0
571,-1.38159743027167,11.399896812153566,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:29,-19.0 secs,,0,0,0,100.00,0,0,0,0
572,1.4211462561812367,12.08591340319478,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:29,-17.7 secs,,0,0,0,100.00,0,0,0,0
573,1.5379272431167745,11.514350756577553,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:30,44.2 secs,,0,0,0,0,0,100.00,0,0
574,0.01977441295478339,13.566140780353393,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:32,80.3 secs,,0,0,0,0,0,100.00,0,0
575,-3.8339981559179637,11.857431503127257,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:32,15.2 secs,,0,0,0,0,0,100.00,0,0
576,-3.48365519511135,11.857431503127257,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:32,-20.1 secs,,0,0,0,100.00,0,0,0,0
577,-2.0822833518848967,13.22533011625629,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:33,-19.9 secs,,0,0,0,100.00,0,0,0,0
578,1.77148921698785,12.20008147126884,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:33,-15.2 secs,,0,0,0,100.00,0,0,0,0
579,-3.1333122343047366,13.679636345678114,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:33,-20.3 secs,,0,0,0,100.00,0,0,0,0
580,0.3701173737613967,11.971696602722607,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:33,-13.4 secs,,0,0,0,100.00,0,0,0,0
581,-3.7172171689824256,10.712220046319523,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:33,-14.0 secs,,0,0,0,0,100.00,0,0,0
582,-3.48365519511135,11.971696602722607,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:33,-19.1 secs,,0,0,0,100.00,0,0,0,0
583,2.0050511908589255,12.20008147126884,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:34,22.1 secs,,0,0,0,0,0,100.00,0,0
584,-4.067560129789039,10.597452519142484,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:35,28.0 secs,,0,0,0,0,0,100.00,0,0
585,0.13655539989032117,12.08591340319478,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:35,-17.9 secs,,0,0,0,100.00,0,0,0,0
586,0.8372413215035479,13.338987244883564,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:36,3.3 secs,,0,0,0,100.00,0,0,0,0
587,-5.001808025273341,11.399896812153566,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:36,-9.6 secs,,0,0,0,50.00,50.00,0,0,0
588,-0.0970065739807544,12.542288962782777,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:36,-19.4 secs,,0,0,0,100.00,0,0,0,0
589,-5.001808025273341,11.514350756577553,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:36,-16.4 secs,,0,0,0,100.00,0,0,0,0
590,-3.1333122343047366,13.338987244883564,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:37,5.2 secs,,0,0,0,100.00,0,0,0,0
591,-0.21378756091629217,11.399896812153566,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:37,4.5 secs,,0,0,0,0,100.00,0,0,0
592,-4.1843411167245765,12.542288962782777,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:38,-10.4 secs,,0,0,0,100.00,0,0,0,0
593,-3.950779142853501,10.597452519142484,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:38,-18.7 secs,,0,0,0,100.00,0,0,0,0
594,-0.21378756091629217,14.133067489068015,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:38,2.6 secs,,0,0,0,0,0,100.00,0,0
595,0.4868983606969345,13.111619976448992,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:39,30.2 secs,,0,0,0,0,0,100.00,0,0
596,0.25333638682585896,12.542288962782777,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:39,-18.8 secs,,0,0,0,100.00,0,0,0,0
597,-5.001808025273341,10.367788826384931,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:39,-12.0 secs,,0,0,0,100.00,0,0,0,0
598,-1.4983784172072079,11.170851006286313,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:40,27.7 secs,,0,0,0,100.00,0,0,0,0
599,-4.885027038337803,11.28539674910021,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:40,-8.2 secs,,0,0,0,100.00,0,0,0,0
600,-0.5641305217229056,11.514350756577553,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:41,-14.9 secs,,0,0,0,0,100.00,0,0,0
601,-3.48365519511135,12.770175728592825,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:41,-19.3 secs,,0,0,0,100.00,0,0,0,0
602,0.6036793476324723,11.628758144416393,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:42,25.2 secs,,0,0,0,0,0,100.00,0,0
603,-4.53468407753119,11.857431503127257,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:42,-16.8 secs,,0,0,0,100.00,0,0,0,0
604,-3.1333122343047366,11.514350756577553,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:43,-21.0 secs,,0,0,0,100.00,0,0,0,0
605,-2.549407299627048,14.246285412853073,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:43,-16.4 secs,,0,0,0,0,0,100.00,0,0
606,-1.2648164433361322,11.743118538635109,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-11-28 07:44,25.5 secs,,0,0,0,100.00,0,0,0,0
