plotid,center_lon,center_lat,shape,size_m,sample_points,email,flagged,flagged_reason,confidence,collection_time,analysis_duration,common_securewatch_date,total_securewatch_dates,Class:Water bodies,Class:Prairies,Class:Cultivated land,Class:Wetlands,Class:Artificial surfaces,Class:Other land,Class:Treeds areas
653,9.070080744836028,35.160636102694,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:38,-14.4 secs,,0,0,100.00,0,0,0,0,0
654,9.070080744836028,35.23404387177039,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:38,-22.8 secs,,0,0,0,100.00,0,0,0,0
655,9.070080744836028,35.30738527181219,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:38,-17.5 secs,,0,0,0,100.00,0,0,0,0
656,9.070080744836028,35.38066024276161,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:38,-21.3 secs,,0,0,0,100.00,0,0,0,0
657,9.070080744836028,35.45386872505005,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:38,-22.1 secs,,0,0,0,100.00,0,0,0,0
658,9.070080744836028,35.52701065959737,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:38,-19.7 secs,,0,0,0,75.00,0,25.00,0,0
659,9.070080744836028,35.60008598781112,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:38,-21.5 secs,,0,0,0,100.00,0,0,0,0
660,9.070080744836028,35.67309465158577,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:38,-19.2 secs,,0,0,0,100.00,0,0,0,0
661,9.070080744836028,35.74603659330198,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:38,-20.1 secs,,0,0,0,100.00,0,0,0,0
662,9.070080744836028,35.8189117558258,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:39,-19.2 secs,,0,0,0,100.00,0,0,0,0
663,9.070080744836028,35.89172008250795,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:39,-21.8 secs,,0,0,0,100.00,0,0,0,0
664,9.070080744836028,35.96446151718297,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:39,-22.7 secs,,0,0,0,100.00,0,0,0,0
665,9.070080744836028,36.037136004168495,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:39,-20.6 secs,,0,0,0,100.00,0,0,0,0
666,9.070080744836028,36.10974348826442,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:39,-22.2 secs,,0,0,0,100.00,0,0,0,0
667,9.070080744836028,36.182283914752155,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:39,-22.6 secs,,0,0,0,100.00,0,0,0,0
668,9.070080744836028,36.25475722939378,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:39,-19.4 secs,,0,0,0,100.00,0,0,0,0
669,9.070080744836028,36.32716337843127,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:39,-18.4 secs,,0,0,0,0,0,0,0,100.00
670,9.070080744836028,36.39950230858568,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:39,-21.1 secs,,0,0,0,100.00,0,0,0,0
671,9.070080744836028,36.471773967056315,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:39,-18.4 secs,,0,0,0,100.00,0,0,0,0
672,9.070080744836028,36.5439783015199,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:39,-21.5 secs,,0,0,0,100.00,0,0,0,0
673,9.070080744836028,36.61611526012981,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:39,-22.0 secs,,0,0,0,100.00,0,0,0,0
674,9.070080744836028,36.68818479151516,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:39,-23.7 secs,,0,0,0,100.00,0,0,0,0
675,9.070080744836028,36.76018684478007,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:40,-23.5 secs,,0,0,0,100.00,0,0,0,0
676,9.070080744836028,36.832121369502694,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:40,-20.3 secs,,0,0,0,100.00,0,0,0,0
677,9.070080744836028,36.90398831573449,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:40,-19.3 secs,,0,0,0,0,0,0,0,100.00
678,9.070080744836028,36.97578763399933,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:40,-13.2 secs,,0,0,0,75.00,0,25.00,0,0
679,9.070080744836028,37.047519275292615,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:40,-8.9 secs,,0,0,0,0,0,0,0,100.00
680,9.070080744836028,37.11918319108046,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:40,-21.6 secs,,0,0,0,0,0,0,0,100.00
681,9.159912273247983,31.789664891795443,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:40,-23.3 secs,,0,0,0,0,0,0,100.00,0
682,9.159912273247983,31.86598904201428,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:40,-23.8 secs,,0,0,0,0,0,0,100.00,0
683,9.159912273247983,31.94225004299922,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:40,-23.5 secs,,0,0,0,0,0,0,100.00,0
684,9.159912273247983,32.01844781200854,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:41,-23.7 secs,,0,0,0,0,0,0,100.00,0
685,9.159912273247983,32.09458226681671,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:41,-23.8 secs,,0,0,0,0,0,0,100.00,0
686,9.159912273247983,32.17065332571383,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:41,-23.7 secs,,0,0,0,0,0,0,100.00,0
687,9.159912273247983,32.246660907505266,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:41,-24.0 secs,,0,0,0,0,0,0,100.00,0
688,9.159912273247983,32.32260493151113,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:41,-23.7 secs,,0,0,0,0,0,0,100.00,0
689,9.159912273247983,32.39848531756585,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:41,-23.5 secs,,0,0,0,0,0,0,100.00,0
690,9.159912273247983,32.474301986017686,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:41,-24.0 secs,,0,0,0,0,0,0,100.00,0
691,9.159912273247983,32.55005485772824,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:41,-23.5 secs,,0,0,0,0,0,0,100.00,0
692,9.159912273247983,32.62574385407198,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:41,-24.1 secs,,0,0,0,0,0,0,100.00,0
693,9.159912273247983,32.70136889693571,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:41,-23.9 secs,,0,0,0,0,0,0,100.00,0
694,9.159912273247983,32.77692990871812,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:41,-24.3 secs,,0,0,0,0,0,0,100.00,0
695,9.159912273247983,32.852426812329234,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:41,-24.0 secs,,0,0,0,0,0,0,100.00,0
696,9.159912273247983,32.92785953118991,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:41,-24.3 secs,,0,0,0,0,0,0,100.00,0
697,9.159912273247983,33.00322798923127,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:41,-24.5 secs,,0,0,0,0,0,0,100.00,0
698,9.159912273247983,33.07853211089425,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:41,-23.9 secs,,0,0,0,0,0,0,100.00,0
699,9.159912273247983,33.15377182112898,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:41,-24.2 secs,,0,0,0,0,0,0,100.00,0
700,9.159912273247983,33.22894704539429,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:41,-24.2 secs,,0,0,0,0,0,0,100.00,0
701,9.159912273247983,33.304057709657116,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:41,-24.3 secs,,0,0,0,0,0,0,100.00,0
702,9.159912273247983,33.37910374039196,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:41,-23.5 secs,,0,0,0,0,0,0,100.00,0
703,9.159912273247983,33.45408506458033,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:41,-23.3 secs,,0,0,0,0,0,0,100.00,0
704,9.159912273247983,33.52900160971016,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:41,-23.7 secs,,0,0,0,0,0,0,100.00,0
705,9.159912273247983,33.60385330377519,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:41,-24.2 secs,,0,0,0,0,0,0,100.00,0
706,9.159912273247983,33.67864007527444,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:42,-17.6 secs,,0,0,100.00,0,0,0,0,0
707,9.159912273247983,33.75336185321156,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:42,-21.2 secs,,0,0,0,100.00,0,0,0,0
708,9.159912273247983,33.82801856709428,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:42,-19.5 secs,,0,0,0,0,0,0,100.00,0
709,9.159912273247983,33.902610146933746,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:42,-19.3 secs,,0,100.00,0,0,0,0,0,0
710,9.159912273247983,33.977136523243935,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:42,-22.7 secs,,0,0,0,0,0,0,100.00,0
711,9.159912273247983,34.05159762704104,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:42,-13.9 secs,,0,0,0,100.00,0,0,0,0
712,9.159912273247983,34.125993389842826,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:42,-8.9 secs,,0,0,100.00,0,0,0,0,0
713,9.159912273247983,34.20032374366799,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:43,-22.8 secs,,0,0,0,100.00,0,0,0,0
714,9.159912273247983,34.27458862103551,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:44,48.2 secs,,0,0,100.00,0,0,0,0,0
715,9.159912273247983,34.34878795496409,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:44,-22.4 secs,,0,0,0,100.00,0,0,0,0
716,9.159912273247983,34.42292167897133,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:44,-21.1 secs,,0,0,0,100.00,0,0,0,0
717,9.159912273247983,34.496989727073235,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:44,-23.1 secs,,0,0,0,100.00,0,0,0,0
718,9.159912273247983,34.57099203378345,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:44,-17.0 secs,,0,0,100.00,0,0,0,0,0
719,9.159912273247983,34.644928534112616,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:44,-22.8 secs,,0,0,0,100.00,0,0,0,0
720,9.159912273247983,34.71879916356771,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:44,-20.1 secs,,0,0,0,100.00,0,0,0,0
721,9.159912273247983,34.7926038581513,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:44,-22.7 secs,,0,0,0,100.00,0,0,0,0
722,9.159912273247983,34.86634255436094,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:44,-22.6 secs,,0,0,0,100.00,0,0,0,0
723,9.159912273247983,34.94001518918838,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:45,-17.3 secs,,0,0,100.00,0,0,0,0,0
724,9.159912273247983,35.01362170011893,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:45,-20.3 secs,,0,0,0,100.00,0,0,0,0
725,9.159912273247983,35.08716202513072,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:45,-21.9 secs,,0,0,0,100.00,0,0,0,0
726,9.159912273247983,35.160636102694,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:45,-22.7 secs,,0,0,0,100.00,0,0,0,0
727,9.159912273247983,35.23404387177039,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:45,-21.2 secs,,0,0,0,100.00,0,0,0,0
728,9.159912273247983,35.30738527181219,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:45,-20.4 secs,,0,0,0,0,0,0,0,100.00
729,9.159912273247983,35.38066024276161,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:45,-18.3 secs,,0,0,0,100.00,0,0,0,0
730,9.159912273247983,35.45386872505005,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:45,-22.9 secs,,0,0,0,100.00,0,0,0,0
731,9.159912273247983,35.52701065959737,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:45,-21.8 secs,,0,0,0,100.00,0,0,0,0
732,9.159912273247983,35.60008598781112,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:46,-1.3 secs,,0,0,100.00,0,0,0,0,0
733,9.159912273247983,35.67309465158577,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:46,-20.4 secs,,0,0,0,100.00,0,0,0,0
734,9.159912273247983,35.74603659330198,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:46,-19.5 secs,,0,0,0,100.00,0,0,0,0
735,9.159912273247983,35.8189117558258,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:46,-21.5 secs,,0,0,0,100.00,0,0,0,0
736,9.159912273247983,35.89172008250795,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:46,-20.6 secs,,0,0,0,100.00,0,0,0,0
737,9.159912273247983,35.96446151718297,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:46,-19.5 secs,,0,0,0,75.00,0,25.00,0,0
738,9.159912273247983,36.037136004168495,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:46,-22.8 secs,,0,0,0,100.00,0,0,0,0
739,9.159912273247983,36.10974348826442,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:46,-21.3 secs,,0,0,0,100.00,0,0,0,0
740,9.159912273247983,36.182283914752155,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:46,-22.2 secs,,0,0,0,100.00,0,0,0,0
741,9.159912273247983,36.25475722939378,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:46,-22.3 secs,,0,0,0,100.00,0,0,0,0
742,9.159912273247983,36.32716337843127,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:47,-22.7 secs,,0,0,0,100.00,0,0,0,0
743,9.159912273247983,36.39950230858568,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:47,-21.7 secs,,0,0,0,100.00,0,0,0,0
744,9.159912273247983,36.471773967056315,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:47,-20.4 secs,,0,0,0,100.00,0,0,0,0
745,9.159912273247983,36.5439783015199,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:47,-21.1 secs,,0,0,0,0,0,0,0,100.00
746,9.159912273247983,36.61611526012981,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:47,-22.4 secs,,0,0,0,100.00,0,0,0,0
747,9.159912273247983,36.68818479151516,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:47,-22.4 secs,,0,0,0,100.00,0,0,0,0
748,9.159912273247983,36.76018684478007,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:47,-12.5 secs,,0,0,0,25.00,0,75.00,0,0
749,9.159912273247983,36.832121369502694,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:47,-22.8 secs,,0,0,0,100.00,0,0,0,0
750,9.159912273247983,36.90398831573449,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:47,-23.0 secs,,0,0,0,100.00,0,0,0,0
751,9.159912273247983,36.97578763399933,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:47,-21.8 secs,,0,0,0,100.00,0,0,0,0
752,9.159912273247983,37.047519275292615,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:48,-21.8 secs,,0,0,0,100.00,0,0,0,0
753,9.159912273247983,37.11918319108046,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:48,-16.4 secs,,0,0,0,100.00,0,0,0,0
754,9.249743801659934,31.483738471503667,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:48,-21.7 secs,,0,0,0,0,0,0,100.00,0
755,9.249743801659934,31.560314380903492,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:48,-24.0 secs,,0,0,0,0,0,0,100.00,0
756,9.249743801659934,31.636827477206086,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:48,-24.4 secs,,0,0,0,0,0,0,100.00,0
757,9.249743801659934,31.71327767560097,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:48,-23.6 secs,,0,0,0,100.00,0,0,0,0
758,9.249743801659934,31.789664891795443,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:48,-22.7 secs,,0,0,0,0,0,0,100.00,0
759,9.249743801659934,31.86598904201428,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:48,-23.8 secs,,0,0,0,0,0,0,100.00,0
760,9.249743801659934,31.94225004299922,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:48,-23.9 secs,,0,0,0,0,0,0,100.00,0
761,9.249743801659934,32.01844781200854,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:48,-23.7 secs,,0,0,0,0,0,0,100.00,0
762,9.249743801659934,32.09458226681671,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:48,-23.8 secs,,0,0,0,0,0,0,100.00,0
763,9.249743801659934,32.17065332571383,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:49,-22.7 secs,,0,0,0,0,0,0,100.00,0
764,9.249743801659934,32.246660907505266,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:49,-23.2 secs,,0,0,0,0,0,0,100.00,0
765,9.249743801659934,32.32260493151113,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:49,-23.5 secs,,0,0,0,0,0,0,100.00,0
766,9.249743801659934,32.39848531756585,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:49,-23.7 secs,,0,0,0,0,0,0,100.00,0
767,9.249743801659934,32.474301986017686,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:49,-22.2 secs,,0,0,0,0,0,0,100.00,0
768,9.249743801659934,32.55005485772824,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:49,-24.1 secs,,0,0,0,0,0,0,100.00,0
769,9.249743801659934,32.62574385407198,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:49,-24.3 secs,,0,0,0,0,0,0,100.00,0
770,9.249743801659934,32.70136889693571,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:49,-24.2 secs,,0,0,0,0,0,0,100.00,0
771,9.249743801659934,32.77692990871812,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:49,-23.9 secs,,0,0,0,0,0,0,100.00,0
772,9.249743801659934,32.852426812329234,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:49,-24.2 secs,,0,0,0,0,0,0,100.00,0
773,9.249743801659934,32.92785953118991,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:49,-24.4 secs,,0,0,0,0,0,0,100.00,0
774,9.249743801659934,33.00322798923127,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:49,-24.3 secs,,0,0,0,0,0,0,100.00,0
775,9.249743801659934,33.07853211089425,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:49,-16.0 secs,,0,0,0,0,0,0,100.00,0
776,9.249743801659934,33.15377182112898,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:49,-22.8 secs,,0,0,0,0,0,0,100.00,0
777,9.249743801659934,33.22894704539429,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:49,-23.7 secs,,0,0,0,0,0,0,100.00,0
778,9.249743801659934,33.304057709657116,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:49,-23.8 secs,,0,0,0,0,0,0,100.00,0
779,9.249743801659934,33.37910374039196,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:49,-23.7 secs,,0,0,0,0,0,0,100.00,0
780,9.249743801659934,33.45408506458033,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:50,-22.7 secs,,0,0,0,0,0,0,100.00,0
781,9.249743801659934,33.52900160971016,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:50,-23.8 secs,,0,0,0,0,0,0,100.00,0
782,9.249743801659934,33.60385330377519,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:50,-23.9 secs,,0,0,0,0,0,0,100.00,0
783,9.249743801659934,33.67864007527444,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:50,-11.3 secs,,0,0,0,0,0,0,100.00,0
784,9.249743801659934,33.75336185321156,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:50,-23.1 secs,,0,0,0,0,0,0,100.00,0
785,9.249743801659934,33.82801856709428,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:50,-22.0 secs,,0,0,0,0,0,0,100.00,0
786,9.249743801659934,33.902610146933746,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:50,-18.9 secs,,0,100.00,0,0,0,0,0,0
787,9.249743801659934,33.977136523243935,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:50,-21.9 secs,,0,0,0,0,0,0,100.00,0
788,9.249743801659934,34.05159762704104,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:51,-13.0 secs,,0,0,0,100.00,0,0,0,0
789,9.249743801659934,34.125993389842826,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:51,-20.3 secs,,0,0,0,100.00,0,0,0,0
790,9.249743801659934,34.20032374366799,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:51,-21.9 secs,,0,0,0,100.00,0,0,0,0
791,9.249743801659934,34.27458862103551,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:51,-18.6 secs,,0,0,100.00,0,0,0,0,0
792,9.249743801659934,34.34878795496409,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:51,-19.5 secs,,0,0,100.00,0,0,0,0,0
793,9.249743801659934,34.42292167897133,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:51,-22.5 secs,,0,0,100.00,0,0,0,0,0
794,9.249743801659934,34.496989727073235,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:51,-21.4 secs,,0,0,0,100.00,0,0,0,0
795,9.249743801659934,34.57099203378345,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:51,-23.2 secs,,0,0,0,100.00,0,0,0,0
796,9.249743801659934,34.644928534112616,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:51,-21.3 secs,,0,0,0,100.00,0,0,0,0
797,9.249743801659934,34.71879916356771,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:52,-18.0 secs,,0,0,100.00,0,0,0,0,0
798,9.249743801659934,34.7926038581513,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:52,-21.2 secs,,0,0,0,100.00,0,0,0,0
799,9.249743801659934,34.86634255436094,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:52,-14.4 secs,,0,0,0,75.00,0,25.00,0,0
800,9.249743801659934,34.94001518918838,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:52,-22.7 secs,,0,0,0,100.00,0,0,0,0
801,9.249743801659934,35.01362170011893,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:52,-23.0 secs,,0,0,0,100.00,0,0,0,0
802,9.249743801659934,35.08716202513072,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:52,-23.7 secs,,0,0,0,100.00,0,0,0,0
803,9.249743801659934,35.160636102694,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:52,-23.8 secs,,0,0,0,100.00,0,0,0,0
804,9.249743801659934,35.23404387177039,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:52,-23.6 secs,,0,0,0,100.00,0,0,0,0
805,9.249743801659934,35.30738527181219,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:52,-23.8 secs,,0,0,0,100.00,0,0,0,0
806,9.249743801659934,35.38066024276161,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:52,-23.6 secs,,0,0,0,100.00,0,0,0,0
807,9.249743801659934,35.45386872505005,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:53,-23.5 secs,,0,0,0,0,0,0,0,100.00
808,9.249743801659934,35.52701065959737,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:53,-22.6 secs,,0,0,0,100.00,0,0,0,0
809,9.249743801659934,35.60008598781112,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:53,-14.7 secs,,0,0,0,100.00,0,0,0,0
810,9.249743801659934,35.67309465158577,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:53,-22.8 secs,,0,0,0,100.00,0,0,0,0
811,9.249743801659934,35.74603659330198,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:53,-22.0 secs,,0,0,0,100.00,0,0,0,0
812,9.249743801659934,35.8189117558258,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:53,-22.2 secs,,0,100.00,0,0,0,0,0,0
813,9.249743801659934,35.89172008250795,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 10:54,-18.8 secs,,0,0,0,100.00,0,0,0,0
